"","Shrub_ID","D1","D2","H","Volume","S.density grouping","Canopy","Skat.2013","Skat.2014","X","Y","RDM.2013","RDM.2014","Shrub.density","Dx","Burrows","Trails","newcolumn","lat","lng"
"1",1,5.1,3.5,1.6,14.95,2,7,1,0,697268,4062667,0.582728,1.035004,0.002228,NA,NA,NA,-120.79202196369,36.6892011587405,-120.79202196369
"2",2,2.6,2.8,1.1,4.19,2,10,0,0,697272.9,4062667,1.087433,0.77067,0.00228,NA,NA,NA,-120.791967155968,36.6892001419135,-120.791967155968
"3",3,2.8,1.6,1.4,3.28,2,8,0,0,697277.7,4062676,1.551373,1.020898,0.002723,NA,NA,NA,-120.791911147679,36.6892802195217,-120.791911147679
"4",4,3.4,2.9,1.5,7.74,2,6,0,0,697282.6,4062685,2.562837,0.965564,0.002855,NA,NA,NA,-120.791854020744,36.6893602763457,-120.791854020744
"5",5,2.9,3.6,1.5,8.2,2,4,0,0,697277.6,4062696,6.442046,1.278202,0.003084,NA,NA,NA,-120.791907112632,36.6894604040653,-120.791907112632
"6",6,2.7,2.6,0.8,2.94,2,5,0,0,697277.4,4062707,8.62802,1.68733,0.002633,NA,NA,NA,-120.791906515208,36.689559535653,-120.791906515208
"7",7,2.3,1.7,1,2.05,2,6,0,0,697283.8,4062713,9.759581,1.32123,0.002538,NA,NA,NA,-120.791833383149,36.6896122565996,-120.791833383149
"8",8,2.5,2.6,1.6,5.45,2,3,0,0,697286.3,4062702,7.915065,0.997402,0.002855,NA,NA,NA,-120.791808254496,36.6895126476892,-120.791808254496
"9",9,2.9,2.3,1.1,3.84,2,6,0,0,697285.1,4062697,5.02772,0.992734,0.00247,NA,NA,NA,-120.791822965298,36.6894678557859,-120.791822965298
"10",10,3.1,3.6,1.8,10.52,2,7,0,0,697271.1,4062726,6.834246,2.036531,0.002015,18.19333,3,0,-120.791972086805,36.6897319986451,-120.791972086805
"11",11,2.5,2.8,1,3.67,2,2,0,0,697290.1,4062731,4.187088,1.928269,0.001639,NA,NA,NA,-120.791758277129,36.689773096509,-120.791758277129
"12",12,1.5,1.3,0.8,0.82,2,8,0,0,697267.3,4062755,5.409974,2.298109,0.001698,NA,NA,NA,-120.792007118572,36.6899940247083,-120.792007118572
"13",13,2.2,2.2,1.3,3.29,2,8,0,0,697269.4,4062761,6.942149,2.089687,0.002105,15.76667,4,4,-120.79198208325,36.6900476380516,-120.79198208325
"14",14,2,2.3,1.3,3.13,2,9,0,0,697256.9,4062761,6.150329,1.580214,0.003119,NA,NA,NA,-120.792121900409,36.6900502319815,-120.792121900409
"15",15,5.2,4.1,1.8,20.09,2,3,0,0,697242.4,4062761,2.945754,1.721379,0.003434,NA,NA,NA,-120.792284088335,36.6900532407347,-120.792284088335
"16",16,3.1,3.5,1.5,8.52,2,3,0,0,697231.8,4062776,5.59988,1.425695,0.003741,NA,NA,NA,-120.79239878889,36.6901905629685,-120.79239878889
"17",17,4.78,6.2,2.15,33.36,2,4.5,0,0,697231.5,4062771,6.290275,1.413708,0.003314,NA,NA,NA,-120.792403432652,36.6901455842564,-120.792403432652
"18",18,4,3.5,1.8,13.19,2,5,0,0,697232.4,4062765,2.876214,1.829806,0.002817,NA,NA,NA,-120.792394911577,36.6900913483741,-120.792394911577
"19",19,5,4.7,1.8,22.15,2,6,0,0,697232.6,4062724,2.367727,1.932037,0.000952,NA,NA,NA,-120.792403237196,36.6897219710174,-120.792403237196
"20",20,5.5,6.4,2,36.86,2,4,0,0,697229.1,4062706,1.968563,1.596902,0.000952,NA,NA,NA,-120.792447022983,36.6895605497272,-120.792447022983
"21",21,2.1,1.7,1.8,3.36,2,5,0,0,697229.1,4062706,1.968563,1.596902,0.000952,NA,NA,NA,-120.792447022983,36.6895605497272,-120.792447022983
"22",22,3.3,3.1,1.5,8.03,2,9,0,0,697256.5,4062657,0.057823,0.654189,0.001586,NA,NA,NA,-120.792153170552,36.6891134631584,-120.792153170552
"23",23,4.3,3.6,1.4,11.35,2,8,0,0,697262.8,4062642,1.02173,0.160402,0.001586,NA,NA,NA,-120.792086568383,36.6889770330185,-120.792086568383
"24",24,4.7,3.1,1.5,11.44,2,5,0,0,697273.7,4062622,1.086491,0.33402,0.000634,NA,NA,NA,-120.791969802865,36.6887946073282,-120.791969802865
"25",25,4.3,3.8,1.5,12.83,2,8,0,0,697274.5,4062790,3.847068,2.833236,0.003074,NA,NA,NA,-120.791917564994,36.6903078171448,-120.791917564994
"26",26,2.7,2.7,1,3.82,2,8,0,0,697294.4,4062774,12.52004,1.441747,0.001347,NA,NA,NA,-120.791699098758,36.690159556133,-120.791699098758
"27",27,4.1,3.7,1.2,9.53,2,7,0,0,697288,4062793,6.825845,2.879024,0.001644,15.35,7,3,-120.791765788868,36.6903320399792,-120.791765788868
"28",28,3.6,3.6,1.2,8.14,2,8,0,0,697279.9,4062802,2.930839,3.164548,0.002358,NA,NA,NA,-120.791854071455,36.6904147947296,-120.791854071455
"29",29,2.6,2.4,1.2,3.92,2,0,0,0,697295.8,4062813,3.71781,2.434757,0.002397,NA,NA,NA,-120.791673388346,36.6905105848456,-120.791673388346
"30",30,4.7,3.9,1.5,14.4,2,7,0,0,697304.8,4062827,4.678004,3.105525,0.001509,NA,NA,NA,-120.791569111209,36.6906348314328,-120.791569111209
"31",31,5.3,4.3,1.8,21.48,2,7,0,0,697307.9,4062838,10.89519,3.462648,0.002467,NA,NA,NA,-120.791531601218,36.6907332780218,-120.791531601218
"32",32,2.9,2.9,1.1,4.84,2,10,0,0,697309.7,4062845,5.155794,3.725801,0.002469,NA,NA,NA,-120.791509663209,36.6907959616954,-120.791509663209
"33",33,2.3,2.3,1.2,3.32,2,9,0,0,697267.5,4062819,7.427756,2.468369,0.003727,NA,NA,NA,-120.791988390168,36.6905705072817,-120.791988390168
"34",34,2.2,2.4,1,2.76,2,7,0,0,697266,4062833,9.571037,2.002275,0.004001,NA,NA,NA,-120.792001560826,36.6906969331998,-120.792001560826
"35",35,1.5,1.7,1,1.34,2,10,0,0,697262.8,4062835,10.96362,2.300938,0.003916,NA,NA,NA,-120.792036838966,36.6907156136423,-120.792036838966
"36",36,1,0.6,0.7,0.22,2,10,0,0,697264.1,4062831,9.775493,2.197652,0.00384,NA,NA,NA,-120.792023328567,36.6906793111137,-120.792023328567
"37",37,4.1,3.5,1.7,12.77,2,8,0,0,697268.7,4062837,11.54685,2.353012,0.004024,NA,NA,NA,-120.791970329331,36.6907324056375,-120.791970329331
"38",38,3.2,2.6,1.2,5.23,2,8,0,0,697275,4062836,11.28787,2.388952,0.003954,NA,NA,NA,-120.791900118558,36.6907220900194,-120.791900118558
"39",39,1.7,2.1,1.1,2.06,2,7,0,0,697280.1,4062847,12.60861,3.032648,0.005116,NA,NA,NA,-120.791840237971,36.6908201216502,-120.791840237971
"40",40,2,2,0.7,1.47,2,9,0,0,697260.4,4062847,15.45697,2.992639,0.004441,NA,NA,NA,-120.792060592004,36.6908242099453,-120.792060592004
"41",41,5.7,6.6,3.6,70.91,2,10,0,0,697238.1,4062839,13.43883,2.506488,0.002905,NA,NA,NA,-120.79231208951,36.6907567718019,-120.79231208951
"42",42,2.9,2.7,1.3,5.33,2,2,0,0,697240.5,4062840,15.29261,2.628044,0.002854,NA,NA,NA,-120.792284986717,36.6907652820045,-120.792284986717
"43",43,4.2,4.3,1.5,14.18,2,5,0,0,697224.9,4062819,7.375298,0.921905,0.002222,NA,NA,NA,-120.792464890346,36.6905793468041,-120.792464890346
"44",44,4.4,3.4,2,15.67,2,4,0,0,697225.6,4062809,6.674341,0.559674,0.002533,5.4,2,3,-120.792459636785,36.6904891196578,-120.792459636785
"45",45,2.2,2.1,1.5,3.63,2,6,0,0,697222.3,4062805,5.762494,0.605807,0.002778,NA,NA,NA,-120.792497579217,36.6904537715644,-120.792497579217
"46",46,3.2,3.3,1.9,10.51,2,6,0,0,697221.1,4062801,5.901784,0.740229,0.003096,NA,NA,NA,-120.792512032213,36.6904179877666,-120.792512032213
"47",47,3.7,2.8,1.3,7.05,2,8,0,0,697249.5,4062805,5.302103,1.843935,0.004178,NA,NA,NA,-120.792193335436,36.69044812787,-120.792193335436
"48",48,4,4.4,1.1,10.14,2,6,0,0,697251.7,4062790,5.170566,2.04847,0.003874,8.19,0,2,-120.792172592352,36.6903125485165,-120.792172592352
"49",49,3,2.6,0.9,3.68,2,7,0,0,697248.1,4062781,5.038375,2.058034,0.004048,7.85,1,2,-120.7922151787,36.690232221815,-120.7922151787
"50",50,4.5,3.6,1.8,15.27,2,5,0,0,697244.3,4062786,5.605895,1.926244,0.00441,5.07,2,3,-120.79225639499,36.6902780512589,-120.79225639499
"51",51,3.5,3.6,1.6,10.56,2,5,0,0,697238.1,4062788,7.529346,1.778472,0.003914,10.03,2,5,-120.792325229241,36.6902973540971,-120.792325229241
"52",52,5.9,6.6,2.1,42.82,2,7,0,0,697205.2,4062781,2.609853,1.498072,0.001785,16.79,4,8,-120.792695032485,36.6902411225968,-120.792695032485
"53",53,4.1,4,0.9,7.73,2,4,0,0,697279.5,4062852,12.70314,3.408957,0.004771,NA,NA,NA,-120.791845660761,36.6908652871076,-120.791845660761
"54",54,2,2.8,0.8,2.35,2,7,0,0,697286.8,4062858,12.17282,3.690042,0.004428,NA,NA,NA,-120.791762460432,36.6909178211724,-120.791762460432
"55",55,3.9,2.7,1.5,8.27,2,7,0,0,697305.5,4062862,8.852052,4.518601,0.003172,NA,NA,NA,-120.791552260731,36.6909499726228,-120.791552260731
"56",56,4.6,3.7,1.5,13.37,2,4,0,0,697313.9,4062875,12.25582,3.524013,0.003172,NA,NA,NA,-120.791454951831,36.6910653354302,-120.791454951831
"57",57,2,2.2,0.8,1.84,2,5,0,0,697288.7,4062878,15.69739,4.865008,0.003936,NA,NA,NA,-120.791736053711,36.6910975905543,-120.791736053711
"58",58,2.4,3.4,1,4.27,2,5,0,0,697287.5,4062877,15.22667,4.88154,0.004037,NA,NA,NA,-120.791749734051,36.6910888314265,-120.791749734051
"59",59,5.4,2.7,1.1,8.4,2,3,0,0,697282.3,4062877,13.77204,5.131549,0.004301,NA,NA,NA,-120.791807898762,36.6910899106609,-120.791807898762
"60",60,3.1,2.3,1.3,4.85,2,6,0,0,697269,4062863,9.003207,4.407446,0.004524,NA,NA,NA,-120.791960273848,36.6909665562585,-120.791960273848
"61",61,2.8,2.7,1,3.96,2,9,0,0,697261.4,4062889,10.84455,5.427656,0.002696,NA,NA,NA,-120.792038584027,36.6912023463186,-120.792038584027
"62",62,3.2,2.7,1.2,5.43,2,4,0,0,697261.1,4062897,7.422729,5.460684,0.002294,NA,NA,NA,-120.792039878242,36.6912744740751,-120.792039878242
"63",63,2.9,2.5,1.2,4.56,2,7,0,0,697299.3,4062896,12.97734,4.082183,0.002855,NA,NA,NA,-120.791612848043,36.691257537805,-120.791612848043
"64",64,2.4,2.2,1.1,3.04,2,5,0,0,697297.5,4062897,14.0338,4.145676,0.002855,NA,NA,NA,-120.791632724295,36.691266919599,-120.791632724295
"65",65,3.6,4.1,1.7,13.14,2,7,0,0,697302.3,4062896,12.94705,3.912068,0.002829,NA,NA,NA,-120.79157929141,36.6912569151159,-120.79157929141
"66",66,2.3,2.3,0.8,2.22,2,3,0,0,697287.8,4062912,8.495335,3.824006,0.002371,NA,NA,NA,-120.791737358341,36.6914040556614,-120.791737358341
"67",67,5.2,4.7,1.6,20.47,2,4,0,0,697280,4062914,9.797992,3.973749,0.002764,NA,NA,NA,-120.791824090348,36.6914236908952,-120.791824090348
"68",68,1.5,3.1,1.4,3.41,2,3,0,0,697275.4,4062927,5.119947,2.554446,0.002506,NA,NA,NA,-120.791872193838,36.6915417519991,-120.791872193838
"69",69,7.5,7.9,2.1,65.15,2,5,0,0,697256.8,4062922,3.962082,3.746718,0.002687,NA,NA,NA,-120.79208153418,36.6915005710967,-120.79208153418
"70",70,3.6,2.5,1,4.71,2,10,0,0,697248.2,4062940,2.100498,3.920686,0.002727,NA,NA,NA,-120.792173092168,36.6916645030988,-120.792173092168
"71",71,3.6,4,1.2,9.05,2,9,0,0,697250.1,4062951,4.573806,3.317152,0.002548,NA,NA,NA,-120.792149005116,36.6917631988885,-120.792149005116
"72",72,3.9,3.1,1.5,9.5,2,7,0,0,697254.2,4062955,5.376423,2.497478,0.002289,8.63,1,4,-120.792102113354,36.6917983808224,-120.792102113354
"73",73,5.1,3.2,1.4,11.96,2,7,0,0,697272.4,4062947,13.28025,1.396286,0.002888,13.05,4,6,-120.791900596589,36.6917225383316,-120.791900596589
"74",74,2.3,1,0.8,0.96,2,3,0,0,697276.5,4062952,12.20398,1.181222,0.00242,9.73,4,1,-120.791853447036,36.6917667283505,-120.791853447036
"75",75,6.8,5.4,1.2,23.07,2,8,0,0,697288,4062954,13.5177,1.458873,0.001318,19.99,3,7,-120.791724296968,36.6917823579253,-120.791724296968
"76",76,4.3,2.6,1.1,6.44,2,8,0,0,697258.8,4062967,14.25237,1.7639,0.002094,16.57,6,6,-120.792047567245,36.6919055244677,-120.792047567245
"77",77,3.5,4.9,1.5,13.47,2,4,0,0,697228.6,4063039,6.47089,6.69362,0.000929,37.53333,8,7,-120.792366822793,36.6925603807463,-120.792366822793
"78",78,4.9,4.2,1.7,18.32,2,5,1,0,697199.5,4063042,4.653242,11.80771,0.000842,27.43667,13,10,-120.792691554989,36.692593443031,-120.792691554989
"79",79,6.1,5.6,1.9,33.98,2,5,1,0,697226.7,4063008,3.975512,3.071834,0.000905,32.86667,7,9,-120.792396062877,36.6922815211648,-120.792396062877
"80",80,2,2,1,2.09,2,3,0,0,697199.9,4063003,1.976987,8.082052,0.000634,NA,NA,NA,-120.792697127712,36.6922420406462,-120.792697127712
"81",81,4.6,3.7,1.5,13.37,2,8,0,0,697208.3,4062965,2.915456,4.131126,0.000536,NA,NA,NA,-120.792612957531,36.6918979866994,-120.792612957531
"82",82,6.2,5.3,1.2,20.65,2,6,0,0,697231.7,4062946,3.901022,4.336822,0.001478,14.63,3,5,-120.79235610882,36.6917219760168,-120.79235610882
"83",83,6.7,5.3,1.5,27.89,2,5,0,0,697241.3,4062899,13.32036,4.62454,0.001269,21.87,1,7,-120.792260836845,36.6912965991715,-120.792260836845
"84",84,8.3,6.7,2,58.23,2,6,0,0,697240.5,4062866,2.728656,4.526287,0.001886,24.07,3,9,-120.792278287832,36.6909994949322,-120.792278287832
"85",85,3.6,3.5,1.5,9.9,2,10,0,0,697205.6,4063113,6.003079,5.356285,0.00225,NA,NA,NA,-120.792605030234,36.6932317588468,-120.792605030234
"86",86,4.4,4.1,1.3,12.28,2,5,0,0,697270.1,4063075,8.596714,11.80854,0.001269,NA,NA,NA,-120.791893337122,36.6928760633585,-120.791893337122
"87",87,1.7,1.3,0.9,1.04,2,6,0,0,697261.4,4063077,7.712754,10.82587,0.001586,7.23,1,2,-120.791990138017,36.6928958853118,-120.791990138017
"88",88,3.3,1.5,0.9,2.33,2,6,0,0,697259.9,4063081,8.392771,11.60152,0.001586,8.87,4,1,-120.792005885891,36.6929322293507,-120.792005885891
"89",89,3.7,2.2,1,4.26,2,5,0,0,697249.2,4063089,9.879373,11.29706,0.001586,NA,NA,NA,-120.792123512352,36.6930065153731,-120.792123512352
"90",90,2.6,2.7,0.9,3.31,2,0,0,0,697247.5,4063102,9.567908,14.23711,0.001757,NA,NA,NA,-120.792139178293,36.6931239745686,-120.792139178293
"91",91,4.6,4,1.4,13.49,2,8,0,0,697254.1,4063125,10.0542,9.817329,0.001216,NA,NA,NA,-120.792059424861,36.6933297931536,-120.792059424861
"92",92,2.9,2.6,1.4,5.53,2,0,0,0,697231.8,4063129,7.443191,11.46533,0.001699,NA,NA,NA,-120.792307838621,36.6933704535448,-120.792307838621
"93",93,2.1,2.5,1.3,3.57,2,7,0,0,697209,4063125,5.726096,7.259711,0.00222,10.66667,0,2,-120.79256390672,36.6933391516676,-120.79256390672
"94",94,3.5,2.1,1.1,4.23,2,6,0,0,697201.6,4063123,6.229222,4.599264,0.00233,NA,NA,NA,-120.792647197296,36.6933226706309,-120.792647197296
"95",95,3.2,3.1,1.4,7.27,2,4,0,0,697196.3,4063122,5.425414,3.1532,0.002538,NA,NA,NA,-120.792706739932,36.6933147620414,-120.792706739932
"96",96,2.8,2.5,1.2,4.4,2,1,0,0,697195.9,4063136,4.119497,5.096074,0.002279,NA,NA,NA,-120.792707607552,36.6934409596656,-120.792707607552
"97",97,2.8,3.4,1.4,6.98,2,7,0,0,697188.9,4063140,4.913752,4.522604,0.002582,NA,NA,NA,-120.792784878178,36.6934784446788,-120.792784878178
"98",98,3.5,3,1.6,8.8,2,4,0,0,697235.4,4063147,6.609622,10.92458,0.001201,25.36667,6,5,-120.792262931384,36.6935318538547,-120.792262931384
"99",99,4.2,2.3,1.2,6.07,2,3,0,0,697233.2,4063164,8.315073,9.129667,0.001269,NA,NA,NA,-120.79228315985,36.6936854495293,-120.79228315985
"100",100,3.9,3.8,1.7,13.19,2,3,0,0,697169.1,4063150,7.224388,4.396849,0.002127,NA,NA,NA,-120.793003782627,36.6935726341216,-120.793003782627
"101",101,2.7,2,1.5,4.24,2,5,0,0,697165,4063157,6.635982,3.765366,0.002517,NA,NA,NA,-120.793047841679,36.6936365419553,-120.793047841679
"102",102,4.1,0,1.7,10.22,2,2,0,0,697145.4,4063135,3.089294,4.924666,0.002796,17.63333,5,3,-120.793272751638,36.6934424273283,-120.793272751638
"103",103,5.6,3.2,1.6,15.01,2,5,0,0,697135.1,4063119,3.198038,5.287973,0.001329,NA,NA,NA,-120.793392086836,36.6933004325785,-120.793392086836
"104",104,3,2.6,1.4,5.72,2,6,1,0,697130.5,4063115,7.605392,7.225037,0.001258,NA,NA,NA,-120.793444571909,36.6932653538548,-120.793444571909
"105",105,4.7,4.8,1.7,20.08,2,2,0,0,697158.6,4063118,4.051229,5.908001,0.001724,NA,NA,NA,-120.793129476877,36.6932865500991,-120.793129476877
"106",106,4.3,4.1,1.9,17.54,2,6,0,0,697169.2,4063117,5.883914,5.310063,0.001904,NA,NA,NA,-120.793011164463,36.6932753431046,-120.793011164463
"107",107,3.6,4.5,2,16.96,2,7,0,0,697182.8,4063097,3.174701,3.997607,0.002048,20.91667,5,3,-120.792864189017,36.6930923580342,-120.792864189017
"108",108,4.1,2.3,0.7,3.46,2,0,0,0,697189.6,4063074,2.497557,4.233402,0.000952,NA,NA,NA,-120.79279405047,36.6928837589741,-120.79279405047
"109",109,3.9,3.7,1.9,14.36,2,6,1,0,697181.5,4063068,4.868176,6.006441,0.001093,18.01,4,10,-120.792886200949,36.6928313902112,-120.792886200949
"110",110,3.8,4,1.7,13.53,2,8,0,0,697215.9,4063185,13.50355,6.214617,0.001269,14.78333,2,6,-120.792471265219,36.6938782112113,-120.792471265219
"111",111,4.11,3.8,1.5,12.27,2,6,0,0,697224.2,4063186,8.580399,8.168641,0.001269,15.07333,2,7,-120.792378164334,36.6938854971648,-120.792378164334
"112",112,3.49,3.3,1.25,7.54,2,3,0,0,697201.1,4063193,11.61568,4.664485,0.00222,16.71667,7,5,-120.792634755911,36.6939533474965,-120.792634755911
"113",113,2.42,2.25,1,2.85,2,4,0,0,697188.2,4063212,11.83095,5.213628,0.00246,NA,NA,NA,-120.792774159776,36.6941271794488,-120.792774159776
"114",114,3.2,3.1,1.55,8.05,2,6,0,0,697181.3,4063206,3.505025,5.362334,0.003382,NA,NA,NA,-120.792852888642,36.6940745618121,-120.792852888642
"115",115,2.5,2.45,1.4,4.49,2,7,0,0,697175.8,4063205,4.495587,4.959824,0.003526,NA,NA,NA,-120.792914669039,36.6940666946299,-120.792914669039
"116",116,2.28,2,0.95,2.27,2,4,0,0,697179.9,4063209,4.420042,4.986065,0.003304,NA,NA,NA,-120.792867776155,36.6941018768178,-120.792867776155
"117",117,4.1,3.5,1.11,8.34,2,4,0,0,697166.1,4063213,8.240912,5.028507,0.003489,9.53,7,4,-120.793021112122,36.6941407723852,-120.793021112122
"118",118,5.2,3.8,1.23,12.73,2,5,0,0,697161.4,4063227,9.559896,5.288176,0.003104,11.26333,2,3,-120.793070079957,36.6942678620062,-120.793070079957
"119",119,3.2,3.15,1.25,6.6,2,6,0,0,697156.2,4063205,5.55769,5.509449,0.004838,NA,NA,NA,-120.7931339139,36.6940707605018,-120.7931339139
"120",120,3.45,3.15,1.05,5.97,2,7,0,0,697164.3,4063196,2.732089,4.132212,0.003701,11.52667,8,8,-120.793045625909,36.6939880065624,-120.793045625909
"121",121,4.2,3.9,1,8.58,2,5,0,0,697162.1,4063187,2.95277,3.498012,0.003717,9.57,8,6,-120.793072553275,36.6939073892208,-120.793072553275
"122",122,1.78,1.67,0.95,1.48,2,4,0,0,697157.8,4063185,3.654783,3.453974,0.003782,8.87,1,1,-120.793121167975,36.6938902648107,-120.793121167975
"123",123,4.45,3.2,1.73,12.9,2,7,0,0,697144.3,4063207,12.34423,4.666087,0.004441,4.47,1,1,-120.793266511743,36.6940912452515,-120.793266511743
"124",124,2.65,2.48,1.74,5.99,2,3,0,0,697131.5,4063211,3.395221,3.891654,0.003313,3.7,3,0,-120.793408661942,36.6941299329049,-120.793408661942
"125",125,3.76,2.97,1.02,5.96,2,6,0,0,697129.7,4063214,3.146803,3.881362,0.003283,3.23,2,1,-120.793428024057,36.6941573308098,-120.793428024057
"126",126,2.53,2.53,0.91,3.05,2,4,0,0,697131.6,4063216,2.521796,4.017976,0.003251,9.27,6,0,-120.793406255601,36.6941749531212,-120.793406255601
"127",127,4.14,2.88,1,6.24,2,3,0,0,697136.6,4063229,6.244924,4.080268,0.003489,9.3,1,3,-120.793346977467,36.6942910225549,-120.793346977467
"128",128,3.42,2.56,1.16,5.32,2,5,0,0,697126.1,4063224,2.003823,3.238343,0.003322,6,4,1,-120.793465718157,36.6942481593777,-120.793465718157
"129",129,5.1,3.63,1.49,14.44,3,7,0,0,697115.7,4063223,0.596529,2.459993,0.003796,8.83,0,0,-120.793582310005,36.6942413081078,-120.793582310005
"130",130,5.53,4.34,0.97,12.19,2,5,0,0,697113.5,4063237,1.766556,1.43383,0.003173,6,0,2,-120.793603313807,36.6943678790584,-120.793603313807
"131",131,2.46,1.02,0.89,1.17,3,5,0,0,697105.6,4063240,2.964588,0.34085,0.00388,NA,NA,NA,-120.793690910736,36.694396541981,-120.793690910736
"132",132,3.4,2.3,0.97,3.97,2,5,0,0,697113.7,4063246,2.647431,1.780094,0.002795,NA,NA,NA,-120.793598758847,36.6944489113103,-120.793598758847
"133",133,2.8,3.3,0.89,4.31,2,6,0,0,697104,4063254,1.348756,0.426496,0.00328,NA,NA,NA,-120.793705203126,36.6945229884887,-120.793705203126
"134",134,3,2.9,1.45,6.61,3,5,0,0,697090.7,4063265,0.459372,0.617383,0.003992,5.35,0,0,-120.79385114487,36.6946248366869,-120.79385114487
"135",135,3.4,3.7,0.82,5.4,3,6,0,1,697087.5,4063257,0.212038,0.845256,0.004089,5.28,2,3,-120.793889000202,36.694553434708,-120.793889000202
"136",136,1.9,2,0.64,1.27,3,4,0,1,697081.7,4063256,0.137882,0.903564,0.004138,NA,NA,NA,-120.793954136719,36.6945456292048,-120.793954136719
"137",137,2.5,3,1.4,5.5,3,4,1,1,697081.3,4063261,0.270474,0.951108,0.004295,6.066667,1,1,-120.793957323692,36.6945907531183,-120.793957323692
"138",138,0.65,0.7,0.93,0.22,3,2,0,0,697077.7,4063267,0.560421,1.174866,0.004707,5.84,0,2,-120.793996048548,36.6946455487635,-120.793996048548
"139",139,2.8,3.45,0.97,4.91,3,7,0,0,697073.5,4063270,0.891865,1.793106,0.005364,6.783333,2,4,-120.794042257534,36.6946734442242,-120.794042257534
