"","Shrub_ID","D1","D2","H","Volume","S.density grouping","Canopy","Skat.2013","Skat.2014","X","Y","RDM.2013","RDM.2014","Shrub.density","Dx","Burrows","Trails","newcolumn","lat","lng"
"140",140,3.8,4.8,1.12,10.7,3,6,0,0,697066.6,4063253,0,1.304637,0.004983,14.19667,2,2,-120.794123818318,36.6945217355961,-120.794123818318
"141",141,2.25,1,0.77,0.91,3,5,0,0,697077.6,4063242,0.03119,0.5752,0.00498,NA,NA,NA,-120.794003604232,36.6944203646379,-120.794003604232
"142",142,4.3,4.05,1.4,12.77,3,5,0,0,697056,4063227,0,0.266634,0.005649,NA,NA,NA,-120.794249084094,36.6942897202562,-120.794249084094
"143",143,2.15,2.1,1.07,2.53,3,3,0,0,697061.2,4063224,0,0.258728,0.005126,NA,NA,NA,-120.794191689253,36.6942616175461,-120.794191689253
"144",144,1.67,1.55,2.53,3.43,3,4,0,0,697062.3,4063221,0,0.277162,0.005667,6.2,2,2,-120.794180157032,36.6942343648905,-120.794180157032
"145",145,2.88,4.9,1.24,9.16,3,4,0,0,697061.1,4063209,1.078571,0.963048,0.004983,7.89,0,1,-120.794196669712,36.6941265153375,-120.794196669712
"146",146,4.4,3.8,1.5,13.13,3,3,1,0,697055.1,4063204,0.675125,0.643421,0.004201,7.233333,0,3,-120.794265072833,36.6940827183306,-120.794265072833
"147",147,5.5,3.8,1.6,17.51,3,4,1,1,697064.9,4063202,1.665714,1.150997,0.004846,NA,NA,NA,-120.794155965217,36.6940626700938,-120.794155965217
"148",148,3.4,3.8,1.1,7.44,3,5,1,1,697074.6,4063211,0.020625,0.457355,0.004556,8.51,2,1,-120.794045144051,36.6941417326426,-120.794045144051
"149",149,4,3.9,1.6,13.07,3,6,1,0,697079.9,4063217,0.033864,0.348199,0.004129,8.82,1,1,-120.793984313467,36.6941946828587,-120.793984313467
"150",150,2.53,2.72,1.46,5.26,3,4,0,0,697082.2,4063223,0.063749,0.438349,0.004587,8.82,0,11,-120.793957040784,36.6942482551123,-120.793957040784
"151",151,2.3,1.75,1.27,2.68,2,3,0,1,697086.6,4063209,0.05618,0.212049,0.003389,8.82,0,3,-120.793911427272,36.6941212280153,-120.793911427272
"152",152,4.22,3.73,1.82,15,2,5,0,0,697090.6,4063209,0.233696,0.236975,0.003031,9.08,0,4,-120.793866683367,36.6941203985695,-120.793866683367
"153",153,3.75,2.65,1.55,8.07,2,1,0,0,697098.6,4063207,0.242894,0.461037,0.002656,9.08,0,1,-120.793777710572,36.69410072324,-120.793777710572
"154",154,3.3,4.37,1.53,11.55,2,4,0,0,697124.1,4063179,2.262278,0.839421,0.001346,14.21667,3,5,-120.793499679335,36.6938432055349,-120.793499679335
"155",155,5.5,5.2,1.9,28.45,2,7,1,1,697133.3,4063193,3.773242,3.102275,0.003444,NA,NA,NA,-120.793393163084,36.6939674121248,-120.793393163084
"156",156,4.26,3.95,1.43,12.6,2,5,0,0,697130.5,4063172,2.524341,1.530469,0.002201,14.46333,12,12,-120.793429892166,36.6937788208301,-120.793429892166
"157",157,5.42,5.09,1.59,22.97,2,5,0,0,697133.2,4063159,4.557209,2.430211,0.002115,13.13333,2,1,-120.793403038263,36.6936611543419,-120.793403038263
"158",158,3.82,2.49,1.33,6.62,2,0,0,0,697149.4,4063152,5.079461,3.358321,0.00222,NA,NA,NA,-120.793223629557,36.6935947369072,-120.793223629557
"159",159,2.5,2.2,1.3,3.74,2,8,1,0,697159.6,4063167,5.87558,3.254158,0.002855,NA,NA,NA,-120.793105669746,36.693727744009,-120.793105669746
"160",160,3.8,4,1.12,8.91,3,5,0,0,697071,4063278,1.478897,2.209931,0.005459,NA,NA,NA,-120.794068162865,36.694746028152,-120.794068162865
"161",161,3.4,3.5,1.72,10.72,3,5,0,0,697083.4,4063287,2.508886,1.735578,0.003264,8.966667,2,6,-120.793927138182,36.6948245307031,-120.793927138182
"162",162,2.8,2.8,0.97,3.98,3,5,0,0,697082.5,4063299,3.666121,3.508858,0.001783,11.15,2,2,-120.793934115726,36.69493281565,-120.793934115726
"163",163,4.3,4.1,1.63,15.05,3,4,0,0,697068.8,4063296,4.350525,2.871016,0.003151,NA,NA,NA,-120.794088137658,36.6949086318159,-120.794088137658
"164",164,5,4.75,1.17,14.55,3,6,0,0,697051.6,4063292,3.387563,3.04764,0.003949,NA,NA,NA,-120.794281568272,36.6948761652389,-120.794281568272
"165",165,4.6,3.9,2.15,20.2,3,5,0,0,697049.7,4063283,4.364216,3.30466,0.004146,NA,NA,NA,-120.794305138896,36.6947954853982,-120.794305138896
"166",166,3.3,2.3,0.97,3.85,3,5,0,0,697053.1,4063271,3.403878,2.851406,0.004938,NA,NA,NA,-120.794270195679,36.694686682136,-120.794270195679
"167",167,3.8,2.7,0.97,5.21,3,4,0,0,697049.2,4063270,2.730338,2.798062,0.004772,4.8,7,4,-120.794314078767,36.6946784825126,-120.794314078767
"168",168,5.4,3.5,0.94,9.3,3,7,0,0,697051.1,4063262,1.064098,2.137364,0.004685,4.906667,1,10,-120.794294884852,36.6946060230263,-120.794294884852
"169",169,4.9,3.7,1.45,13.76,3,7,0,0,697042.1,4063264,1.801913,2.209,0.005205,NA,NA,NA,-120.794395044428,36.6946259053082,-120.794395044428
"170",170,4,2.7,0.89,5.03,3,4,0,0,697037.4,4063270,1.47356,2.383542,0.004805,NA,NA,NA,-120.794446074287,36.6946809288652,-120.794446074287
"171",171,2.9,2.3,0.97,3.39,3,4,0,0,697038.6,4063281,3.081497,2.761555,0.004595,NA,NA,NA,-120.794429819231,36.6947797702546,-120.794429819231
"172",172,4.5,3.3,1.37,10.65,3,5,0,0,697042.1,4063297,2.735991,2.352356,0.003742,NA,NA,NA,-120.794386548913,36.6949231757908,-120.794386548913
"173",173,4,2.6,1.19,6.48,3,4,0,0,697028.5,4063311,2.330767,1.235167,0.002424,8.466667,2,3,-120.794535075887,36.6950521099845,-120.794535075887
"174",174,1.7,1.5,0.94,1.26,3,3,0,0,697018.8,4063289,0.864348,1.194627,0.004263,NA,NA,NA,-120.794649244276,36.6948559404462,-120.794649244276
"175",175,2.5,2.2,1.12,3.23,3,2,0,0,697015.9,4063279,0.288774,0.392158,0.004463,NA,NA,NA,-120.794684257995,36.6947664596115,-120.794684257995
"176",176,2.8,2.4,1.14,4.01,3,5,0,0,697016.5,4063274,0.475139,1.200247,0.004758,NA,NA,NA,-120.794678833379,36.6947212942463,-120.794678833379
"177",177,3.1,2.9,1.45,6.83,3,6,0,0,697007.6,4063282,0.311085,0,0.003741,NA,NA,NA,-120.794776330244,36.6947952046775,-120.794776330244
"178",178,5.8,4.7,1.75,24.98,3,4,0,0,697014.1,4063298,0.134629,0.993438,0.003993,4.566667,4,4,-120.79469950225,36.6949379884976,-120.79469950225
"179",179,3.1,2.8,0.98,4.45,3,4,0,0,697009.9,4063299,0.112895,0.707576,0.003615,NA,NA,NA,-120.794746226475,36.6949478673016,-120.794746226475
"180",180,5.2,3.9,1.24,13.17,3,5,0,0,696995.1,4063303,0.132776,0.787812,0.003973,13.17,0,5,-120.794910751282,36.6949869678005,-120.794910751282
"181",181,2.9,3,1.34,6.1,3,4,0,0,696996.6,4063286,0.410817,0.520488,0.003181,12.8,4,1,-120.794898347615,36.6948335175067,-120.794898347615
"182",182,4.9,3,1.9,14.62,3,7,1,1,696978.5,4063277,0.017785,0.40479,0.002983,NA,NA,NA,-120.795103132026,36.6947561951164,-120.795103132026
"183",183,4.3,3.3,1.7,12.63,3,5,1,1,696983.9,4063245,0.007798,0,0.002492,NA,NA,NA,-120.795050962786,36.6944668135271,-120.795050962786
"184",184,3,3.9,1.71,10.48,3,5,0,0,696996.8,4063253,0,0,0.00384,10.77,2,1,-120.794904603923,36.6945362054635,-120.794904603923
"185",185,4.6,4.8,2.05,23.7,3,5,0,1,697005,4063256,0,0,0.00444,NA,NA,NA,-120.794812106199,36.6945615304282,-120.794812106199
"186",186,2.4,2.3,1.42,4.1,3,3,0,0,696996.3,4063234,0,0,0.00322,6.15,1,2,-120.794915087088,36.6943651532955,-120.794915087088
"187",187,2.8,2.3,1.28,4.32,3,3,0,0,697002.5,4063236,0,0,0.004057,8.566667,3,0,-120.794845219003,36.6943818846242,-120.794845219003
"188",188,4.07,3.3,1.99,13.99,3,7,0,0,697026.9,4063253,0.273652,1.056274,0.005516,7.48,0,2,-120.794567904045,36.6945299662196,-120.794567904045
"189",189,2.1,1.63,1.11,1.99,3,5,0,0,697021.5,4063250,0.206727,0.674471,0.004929,6.24,2,2,-120.794629080896,36.6945040610276,-120.794629080896
"190",190,5,4.6,1.48,17.82,3,7,0,1,697018.2,4063244,0,0.140805,0.004353,NA,NA,NA,-120.794667539249,36.6944506958999,-120.794667539249
"191",191,3.9,3.1,1.23,7.79,3,3,0,0,696999.2,4063225,0.129656,0,0.003321,8.24,0,5,-120.794884964035,36.6942834784179,-120.794884964035
"192",192,4.2,1.6,1.77,6.23,3,5,0,0,697022.5,4063233,0,0,0.004097,5.08,0,6,-120.794622270826,36.6943507143612,-120.794622270826
"193",193,3.32,2.9,1,5.04,3,5,0,0,697026.5,4063232,0,0.012964,0.004202,NA,NA,NA,-120.79457778418,36.6943408769798,-120.79457778418
"194",194,2.2,1.84,1.13,2.4,3,3,0,0,697029.7,4063238,0,0.287342,0.004123,NA,NA,NA,-120.794540444426,36.6943942628093,-120.794540444426
"195",195,3.25,2.5,1.34,5.7,3,3,0,0,697024.8,4063226,0,0,0.004645,5.93,0,1,-120.794598344871,36.6942871801942,-120.794598344871
"196",196,3.7,3.05,0.83,4.9,3,2,0,0,697035.6,4063212,0,0,0.00458,NA,NA,NA,-120.794481139956,36.6941588265708,-120.794481139956
"197",197,2.9,3.6,1.5,8.2,3,4,1,0,697037.5,4063205,0,0.003569,0.003961,NA,NA,NA,-120.794461688562,36.6940953753026,-120.794461688562
"198",198,2.8,3,1.2,5.28,3,6,1,0,697040.9,4063202,0,0.063455,0.003644,5.036667,2,4,-120.794424428529,36.6940676458578,-120.794424428529
"199",199,2.42,1.9,0.96,2.31,3,1,0,0,697047.2,4063206,0,0.077181,0.004079,NA,NA,NA,-120.794352927152,36.6941023725674,-120.794352927152
"200",200,1.9,1.2,0.7,0.84,3,2,1,0,697046,4063209,0,0.04835,0.004475,NA,NA,NA,-120.794365578015,36.6941296459398,-120.794365578015
"201",201,2.57,2.15,1.23,3.56,3,5,0,0,697010.8,4063320,1.32408,1.644784,0.002379,6.57,1,3,-120.794730753532,36.6951368529052,-120.794730753532
"202",202,3.68,4.59,1.17,10.35,3,5,0,0,697000.5,4063325,1.807201,1.817952,0.003043,7.19,1,4,-120.794844683724,36.6951840289015,-120.794844683724
"203",203,4.1,4.5,1.5,14.49,3,6,1,0,696991.7,4063331,1.935445,2.616951,0.003892,NA,NA,NA,-120.794941577462,36.6952399020914,-120.794941577462
"204",204,3.34,3.04,1.24,6.59,3,5,0,0,696978.8,4063336,0.789516,1.875938,0.00411,8.37,1,3,-120.795084591943,36.6952876167604,-120.795084591943
"205",205,4.02,3.55,1.39,10.39,3,5,0,0,696978.7,4063312,0.934775,1.780709,0.003301,NA,NA,NA,-120.795091887251,36.6950714406843,-120.795091887251
"206",206,3.08,3.84,1.44,8.92,3,5,0,0,696970.8,4063310,3.124901,3.024647,0.003481,11.01333,1,7,-120.795180772328,36.6950550615489,-120.795180772328
"207",207,3.98,3.28,1.53,10.46,3,5,0,0,696965.5,4063318,2.729038,3.538118,0.003488,9.05,2,4,-120.795238000022,36.6951282255394,-120.795238000022
"208",208,2.59,3.87,1.53,8.03,3,4,0,0,696972.6,4063333,0.724405,2.447258,0.004758,4.43,4,4,-120.795154718168,36.6952618771188,-120.795154718168
"209",209,2.68,3.32,1.37,6.38,3,3,0,1,696968,4063334,0.920685,3.193623,0.004581,NA,NA,NA,-120.795205917116,36.6952718386493,-120.795205917116
"210",210,4.9,4.5,1.8,20.78,3,6,1,0,696962.7,4063333,1.50593,3.618397,0.004718,7.166667,2,7,-120.795265461071,36.695263928823,-120.795265461071
"211",211,1.37,1.34,0.87,0.84,3,3,0,0,696972.1,4063353,3.901699,1.943889,0.003489,NA,NA,NA,-120.795155164128,36.6954421447471,-120.795155164128
"212",212,2.14,1.74,0.46,0.9,3,0,0,0,696967.7,4063352,3.652542,2.087912,0.003735,NA,NA,NA,-120.795204640661,36.6954340484316,-120.795204640661
"213",213,1.31,1.28,0.93,0.82,3,3,0,0,696959.5,4063350,2.195794,0.883532,0.004471,9.48,0,2,-120.795296881993,36.6954177313968,-120.795296881993
"214",214,3.29,2.19,1.16,4.38,3,2,0,0,696949.5,4063346,2.73158,0.790348,0.004567,NA,NA,NA,-120.795409773054,36.695383770892,-120.795409773054
"215",215,1.68,1.05,0.88,0.81,3,2,0,0,696948.4,4063349,2.384144,0.285395,0.004441,8.29,1,4,-120.795421305866,36.6954110234438,-120.795421305866
"216",216,3.2,2.9,1.6,7.77,3,7,1,0,696948,4063344,3.268583,1.076393,0.005116,9.25,0,4,-120.79542706696,36.6953660653242,-120.79542706696
"217",217,1.9,1.3,1,1.29,3,9,1,1,696942.5,4063314,4.448494,3.078589,0.002749,17.12667,0,2,-120.795496310356,36.6950969589615,-120.795496310356
"218",218,6.08,3.82,1.33,16.17,3,4,0,0,696921.3,4063319,1.319182,1.481444,0.003409,11.5,6,4,-120.795732169902,36.6951463927072,-120.795732169902
"219",219,3.8,2.5,1.5,7.46,3,6,1,0,696917.2,4063326,0.490524,0.065944,0.004402,9.25,3,5,-120.795776232099,36.6952102996204,-120.795776232099
"220",220,3.7,3.15,1.38,8.42,3,6,1,0,696916.8,4063336,0.970475,0.065239,0.004444,9.5,0,2,-120.795778133735,36.6953004645375,-120.795778133735
"221",221,3.98,3.12,1.32,8.58,3,5,0,0,696920,4063345,0.933308,0.132192,0.006251,9.81,3,5,-120.79574002243,36.6953808753592,-120.79574002243
"222",222,2.2,2.26,1.07,2.79,3,3,0,0,696934.5,4063354,2.020395,0.518949,0.005135,10.58,1,2,-120.795575507168,36.6954589447652,-120.795575507168
"223",223,2.07,2.23,1.25,3.02,3,2,0,0,696938.6,4063365,0.990538,0.114718,0.005186,4.03,2,2,-120.795526813365,36.6955571854222,-120.795526813365
"224",224,2.03,1.83,1.12,2.18,3,3,0,0,696940.9,4063366,1.001574,0.151949,0.004944,4.34,1,1,-120.795500827795,36.695565717028,-120.795500827795
"225",225,1.47,1.84,1.06,1.5,3,3,0,0,696939.9,4063368,0.965362,0.091574,0.004673,5.43,1,2,-120.79551149936,36.6955839406485,-120.79551149936
"226",226,2.49,2.78,1.02,3.7,3,4,0,0,696926,4063386,0.494442,0.930414,0.005005,10.06,1,3,-120.795662356166,36.6957489685014,-120.795662356166
"227",227,1.16,2.06,0.79,0.99,3,4,0,0,696924.7,4063393,2.400748,1.417716,0.005031,8.63,1,1,-120.795675097164,36.695812295283,-120.795675097164
"228",228,1.94,1.33,0.99,1.34,3,5,0,0,696916.5,4063403,3.673213,2.213433,0.005114,7.72,2,3,-120.795764251397,36.695904076334,-120.795764251397
"229",229,2.14,1.85,1.08,2.24,3,4,0,0,696912,4063397,2.132717,1.561638,0.006058,7.24,2,4,-120.795816133222,36.6958509594753,-120.795816133222
"230",230,3.04,2.98,1.18,5.6,3,5,0,1,696909.3,4063390,1.897513,1.205186,0.006815,7.48,2,4,-120.795848137033,36.6957884614552,-120.795848137033
"231",231,1.72,0.97,0.88,0.77,3,5,0,0,696913.9,4063379,1.189873,1.376913,0.007604,6.09,1,0,-120.795799510495,36.6956884181523,-120.795799510495
"232",232,2.61,2.18,0.87,2.59,3,4,0,0,696917.7,4063377,0.592692,0.875316,0.007301,6.24,1,3,-120.795757517446,36.6956696144178,-120.795757517446
"233",233,1.8,1.26,0.85,1.01,3,5,0,0,696909.6,4063371,1.884452,0.950178,0.00745,NA,NA,NA,-120.795849669457,36.6956172434259,-120.795849669457
"234",234,2.77,1.44,0.85,1.78,3,7,0,0,696909.5,4063358,0.724504,0.114178,0.006809,3.31,3,3,-120.795854132674,36.6955001574907,-120.795854132674
"235",235,1.65,2.1,1.14,2.07,3,8,0,0,696904.9,4063356,0.352153,0.074027,0.005898,2.51,1,3,-120.795906103694,36.6954830941145,-120.795906103694
"236",236,2.46,1.92,1.35,3.34,3,7,0,0,696906.1,4063358,0.433577,0.086371,0.006281,3.36,3,2,-120.795892165724,36.6955008619085,-120.795892165724
"237",237,2.75,2.08,1,2.99,3,4,0,0,696911.9,4063353,0.598274,0.103606,0.006348,6.2,3,0,-120.79582857221,36.6954546192268,-120.79582857221
"238",238,5.65,3.3,0.81,7.91,3,3,0,0,696901.2,4063332,0.229024,0.619157,0.005817,NA,NA,NA,-120.795953666917,36.6952676637479,-120.795953666917
"239",239,2.4,2.3,1.3,3.76,3,7,1,0,696899.9,4063347,0.119904,0.13357,0.005309,NA,NA,NA,-120.795964350004,36.6954030561492,-120.795964350004
"240",240,2,1.35,1.03,1.46,3,3,0,0,696898.4,4063362,0.327385,0.321029,0.006648,11.23,2,3,-120.795977270354,36.6955384899824,-120.795977270354
"241",241,4.51,2.13,0.89,4.48,3,3,0,0,696885.6,4063343,2.839699,0.611636,0.005223,6.54,3,6,-120.79612534133,36.6953699857868,-120.79612534133
"242",242,4.52,3.42,1.29,10.44,3,4,0,0,696881,4063350,4.229522,1.038567,0.005121,NA,NA,NA,-120.79617499707,36.6954339961439,-120.79617499707
"243",243,4.17,2.9,1.1,6.97,3,5,0,0,696872.3,4063341,7.076738,1.132535,0.00509,NA,NA,NA,-120.796274631908,36.6953547244731,-120.796274631908
"244",244,3.45,2.2,1.28,5.09,3,6,0,0,696868.8,4063343,5.618429,1.214435,0.004513,NA,NA,NA,-120.796313269072,36.6953734658825,-120.796313269072
"245",245,4.3,4.6,1.28,13.26,3,3,1,1,696898.1,4063361,0.222398,0.285675,0.006613,6.916667,3,2,-120.795980883475,36.6955295439291,-120.795980883475
"246",246,3.43,2.84,1.32,6.73,3,6,0,0,696901.3,4063373,3.020267,1.179318,0.006933,6.95,1,3,-120.795942000453,36.6956369794299,-120.795942000453
"247",247,3.03,2.07,1.36,4.47,3,4,0,0,696898,4063380,3.656271,1.75759,0.007801,8.07,2,1,-120.79597711411,36.6957007205377,-120.79597711411
"248",248,2.94,2.95,1.34,6.09,3,6,0,0,696887,4063384,3.423806,2.779162,0.007363,NA,NA,NA,-120.79609913355,36.6957390321975,-120.79609913355
"249",249,3.3,2.5,1.78,7.69,3,6,0,0,696871.8,4063373,5.252349,2.976816,0.004773,11.56333,2,4,-120.796271993741,36.6956430906618,-120.796271993741
"250",250,3.24,2.5,1.39,5.9,3,5,0,0,696866.4,4063369,7.470829,2.94167,0.004561,NA,NA,NA,-120.796333428188,36.6956081764012,-120.796333428188
"251",251,3.58,3.53,1.44,9.53,3,6,0,0,696861.8,4063361,10.38889,2.643196,0.004142,NA,NA,NA,-120.796386942472,36.6955370635707,-120.796386942472
"252",252,3.6,3,1.7,9.61,3,6,1,0,696964.6,4063274,0.065131,0.131361,0.002883,NA,NA,NA,-120.79525939053,36.6947320511911,-120.79525939053
"253",253,2.54,3.78,1.31,6.59,3,5,0,1,696962.1,4063267,0.133034,0,0.003072,7.3,2,3,-120.795289157059,36.6946695118629,-120.795289157059
"254",254,3.58,2.67,1.39,6.96,3,4,0,0,696961.3,4063251,0.30432,0,0.002655,13.76,3,2,-120.795302223226,36.6945255464129,-120.795302223226
"255",255,4.09,3.57,1.18,9.02,3,6,0,0,696941.8,4063258,0.405189,0,0.00222,13.67,2,4,-120.795518549994,36.6945926446361,-120.795518549994
"256",256,3.95,2.76,1.37,7.82,3,5,0,0,696951.3,4063265,0.479236,0,0.002799,NA,NA,NA,-120.795410481223,36.6946537335077,-120.795410481223
"257",257,4.1,2.9,1.8,11.21,3,5,1,1,696956.9,4063275,0.105403,0.184765,0.002855,NA,NA,NA,-120.795345265984,36.6947426550768,-120.795345265984
"258",258,5.7,6.6,1.8,35.46,3,5,1,0,696944.2,4063278,0.202296,0.642767,0.002552,9.45,7,2,-120.795486557241,36.6947723113926,-120.795486557241
"259",259,5.7,3.4,1.8,18.27,3,7,1,1,696948.8,4063291,1.694335,1.98914,0.002982,14.55,1,1,-120.795431756118,36.6948884648296,-120.795431756118
"260",260,3.66,3.02,1.27,7.35,3,7,0,0,696912,4063275,0.070096,0.458564,0.003644,7.72,0,5,-120.795847520975,36.6947519585396,-120.795847520975
"261",261,3,1.7,1.6,4.27,3,6,1,0,696907.8,4063273,0.335152,0.404562,0.003489,5.86,1,2,-120.795895017051,36.6947348122773,-120.795895017051
"262",262,1.83,1.91,1.21,2.21,3,3,0,0,696902.3,4063271,1.15281,0.233009,0.003477,4.41,0,1,-120.795957055008,36.6947179353171,-120.795957055008
"263",263,2.41,2.77,1.56,5.45,3,6,0,0,696903.4,4063282,0.148034,0.453099,0.004353,7.866667,3,2,-120.795941920477,36.6948167976941,-120.795941920477
"264",264,5.6,3.9,1.6,18.3,3,5,1,0,696911.4,4063295,0.229518,0.009037,0.004505,7.966667,1,1,-120.795849087224,36.6949322469519,-120.795849087224
"265",265,3.1,3,1.3,6.33,3,9,1,0,696919.4,4063297,0.38878,0.538149,0.004573,NA,NA,NA,-120.795759083794,36.6949486058775,-120.795759083794
"266",266,3.4,2.5,1.6,7.12,3,8,1,0,696901.8,4063312,0.30085,0.927972,0.004805,NA,NA,NA,-120.795952100458,36.695087375338,-120.795952100458
"267",267,1.5,1.07,0.66,0.55,3,1,0,0,696893.1,4063309,0.510893,1.188167,0.005549,12.47,8,3,-120.796050191557,36.6950621530791,-120.796050191557
"268",268,3.94,4.29,1.2,10.62,3,6,0,0,696900.5,4063296,0.745578,0.92722,0.00517,6.433333,4,5,-120.795970758558,36.6949435133707,-120.795970758558
"269",269,1.98,2.51,1.12,2.91,3,5,0,0,696901.9,4063292,0.329519,0.91465,0.005075,NA,NA,NA,-120.795956127037,36.694907190509,-120.795956127037
"270",270,4.37,3.96,1.71,15.49,3,8,0,0,696894.2,4063283,0.662425,0.556483,0.004758,7.39,3,6,-120.796044575287,36.6948277118379,-120.796044575287
"271",271,3.3,4.5,1.4,10.89,3,9,1,0,696883.5,4063279,1.77729,1.345648,0.003877,NA,NA,NA,-120.796165295443,36.6947938955864,-120.796165295443
"272",272,4.37,2.95,0.56,3.78,3,1,0,0,696884.2,4063280,1.808706,1.423518,0.004272,8.45,5,2,-120.796157207945,36.6948027587877,-120.796157207945
"273",273,2.6,0.3,1.3,0.53,3,4,1,0,696871,4063289,1.913101,2.152726,0.004515,12.81667,4,1,-120.796302549417,36.6948865669695,-120.796302549417
"274",274,3.15,3.58,1.38,8.15,3,6,0,0,696877,4063299,1.320586,1.633025,0.005894,12.22,3,2,-120.796232860523,36.6949754061941,-120.796232860523
"275",275,5.49,5.46,1.36,21.35,3,8,0,1,696889.6,4063316,0.15901,1.266963,0.004601,23.87,2,8,-120.796087542296,36.6951259355868,-120.796087542296
"276",276,3.6,3.7,1.5,10.46,3,7,1,0,696875.7,4063323,2.400002,1.439779,0.006174,NA,NA,NA,-120.79624122904,36.6951918724556,-120.79624122904
"277",277,3.8,3.2,1.4,8.91,3,5,1,1,696869.5,4063315,0.40942,1.474708,0.006344,11.88,5,5,-120.796312640923,36.6951210910782,-120.796312640923
"278",278,1.78,1.7,0.89,1.41,3,6,0,0,696862.9,4063302,2.103858,1.987238,0.005644,7.04,1,2,-120.79638981317,36.6950053514643,-120.79638981317
