"","Shrub_ID","D1","D2","H","Volume","S.density grouping","Canopy","Skat.2013","Skat.2014","X","Y","RDM.2013","RDM.2014","Shrub.density","Dx","Burrows","Trails","newcolumn","lat","lng"
"555",556,4.3,2.75,1.1,6.81,7,5,0,0,696577.4,4063673,12.62538,12.02392,0.002713,NA,NA,NA,-120.799488161746,36.6984064958639,-120.799488161746
"556",557,3.6,3.25,1.4,8.58,7,4,0,0,696572.7,4063661,12.13931,13.65941,0.003172,4.86,5,6,-120.79954382142,36.6982993694086,-120.79954382142
"557",558,2.75,2.5,1.27,4.57,7,3,0,0,696570.1,4063667,12.58156,14.23777,0.002709,NA,NA,NA,-120.799571365433,36.6983539565507,-120.799571365433
"558",559,2.7,2.5,1.15,4.06,7,3,0,0,696553,4063662,11.37549,10.57998,0.004467,NA,NA,NA,-120.799763941096,36.6983124523793,-120.799763941096
"559",560,1.4,1.3,0.78,0.74,7,2,0,0,696534.2,4063653,10.16772,10.1239,0.003609,NA,NA,NA,-120.799976561109,36.6982352665666,-120.799976561109
"560",561,3.9,3.1,1.3,8.23,7,5,0,0,696534.9,4063634,27.39487,10.60709,0.003224,NA,NA,NA,-120.799973610063,36.6980639655216,-120.799973610063
"561",562,4.35,4,1.7,15.49,7,5,0,0,696531.7,4063641,24.14909,10.08002,0.003182,NA,NA,NA,-120.800007609454,36.6981276848827,-120.800007609454
"562",563,4.45,3.37,1.35,10.6,7,5,0,0,696521.8,4063641,18.87208,8.743666,0.002359,NA,NA,NA,-120.800118356829,36.6981297322095,-120.800118356829
"563",564,4.1,3.44,1.6,11.82,7,3,0,0,696515.5,4063668,15.82386,5.386114,0.003836,NA,NA,NA,-120.800181898936,36.6983742571107,-120.800181898936
"564",565,3.65,3.8,1.28,9.3,7,1,0,0,696531.6,4063675,9.852791,6.810496,0.003272,NA,NA,NA,-120.799999996313,36.6984339852191,-120.799999996313
"565",566,2.9,2.5,1.07,4.06,7,3,0,0,696533.6,4063681,11.01222,5.56796,0.003458,NA,NA,NA,-120.799976082083,36.6984876209492,-120.799976082083
"566",567,6.2,5.8,1.73,32.57,7,6,0,0,696522.5,4063688,16.16163,4.706618,0.003489,NA,NA,NA,-120.800098456297,36.6985529740597,-120.800098456297
"567",568,4.5,3.5,2.2,18.14,7,6,0,0,696516.7,4063681,19.61674,4.691425,0.003812,NA,NA,NA,-120.800165136566,36.6984911158981,-120.800165136566
"568",569,3.9,3.8,1.4,10.86,7,8,0,0,696502.5,4063683,19.10118,4.321746,0.004365,NA,NA,NA,-120.800323473539,36.6985120687041,-120.800323473539
"569",570,5.4,4,1.75,19.79,7,7,0,0,696508.4,4063685,23.02057,4.159546,0.004038,NA,NA,NA,-120.80025695866,36.698528865148,-120.80025695866
"570",571,2,1.7,0.85,1.51,7,3,0,0,696510.4,4063696,17.46811,4.988498,0.004454,NA,NA,NA,-120.800231760603,36.6986275420642,-120.800231760603
"571",572,4.3,3.77,1.65,14.01,7,5,0,0,696523.8,4063697,15.38878,4.693669,0.004391,NA,NA,NA,-120.800081602329,36.6986337792461,-120.800081602329
"572",573,2.6,1.7,1.57,3.63,7,3,0,0,696512.5,4063707,12.92868,4.059867,0.003524,NA,NA,NA,-120.800205443806,36.6987261982925,-120.800205443806
"573",574,2.8,2.2,1.63,5.26,7,3,0,0,696511.3,4063709,10.40264,4.251762,0.003541,NA,NA,NA,-120.800218354242,36.6987444628915,-120.800218354242
"574",575,1.9,1.3,0.95,1.23,7,2,0,0,696507.4,4063718,6.656068,4.59754,0.003417,3.52,2,0,-120.800259671216,36.6988263433945,-120.800259671216
"575",576,2.1,1.6,1,1.76,7,3,0,0,696505.4,4063719,6.836069,4.758615,0.003391,3.56,1,2,-120.800281787838,36.6988357651895,-120.800281787838
"576",577,1.5,1.1,0.8,0.69,7,3,0,0,696507.3,4063721,7.63198,4.733437,0.003161,3.52,1,2,-120.800260019508,36.6988533887506,-120.800260019508
"577",578,3.4,3.1,1.43,7.89,5,4,0,0,696472.9,4063711,9.35043,6.554873,0.007257,6.02,3,4,-120.800647409877,36.6987704192738,-120.800647409877
"578",579,1.25,1.1,0.7,0.5,5,2,0,0,696480.7,4063718,14.95696,6.283669,0.007095,NA,NA,NA,-120.800558356309,36.6988318641949,-120.800558356309
"579",580,2.6,2.2,0.8,2.4,5,2,0,0,696477.9,4063723,12.22161,7.074157,0.006678,NA,NA,NA,-120.800588395321,36.698877484251,-120.800588395321
"580",581,2.6,1.75,1.12,2.67,5,3,0,0,696482.1,4063729,8.885431,5.764241,0.005792,8.86,2,2,-120.800539870549,36.6989306652359,-120.800539870549
"581",582,2.85,1.96,0.98,2.87,5,3,0,0,696477.2,4063743,10.57047,5.657697,0.003672,9.59,2,4,-120.800591090915,36.6990577935332,-120.800591090915
"582",583,3.9,3.85,1.55,12.19,5,5,0,0,696469.7,4063739,9.441465,6.124751,0.005264,7.19,4,8,-120.80067601847,36.6990233112579,-120.80067601847
"583",584,3,2.5,1.04,4.08,5,4,0,0,696461,4063737,6.865342,6.235559,0.006998,8.34,3,6,-120.800773856562,36.6990070934631,-120.800773856562
"584",585,1.7,1.7,0.8,1.21,5,2,1,0,696454,4063732,10.87616,6.419057,0.007921,8.63,3,2,-120.800853447344,36.698963499458,-120.800853447344
"585",586,3.75,3,0.82,4.83,5,4,0,0,696448.8,4063748,5.059699,4.950597,0.005745,4.87,2,3,-120.800907510838,36.6991087061142,-120.800907510838
"586",587,2.3,2.15,1.24,3.21,5,5,0,0,696456.2,4063751,6.606655,4.294842,0.004943,6.81,2,3,-120.800823958688,36.6991342009992,-120.800823958688
"587",588,2.88,2.76,1.22,5.08,5,3,0,0,696467,4063753,9.479603,4.509671,0.004473,13.49,1,4,-120.800702628253,36.6991499846667,-120.800702628253
"588",589,3.28,3.05,1.54,8.07,5,5,0,0,696463.7,4063770,7.434961,2.429088,0.005124,15.06,3,4,-120.800735179952,36.6993038068001,-120.800735179952
"589",590,3.07,2.02,1.04,3.38,5,3,0,0,696446,4063757,3.680739,4.699847,0.006012,3.99,1,5,-120.800936523291,36.6991903590086,-120.800936523291
"590",591,3.82,3.1,1.33,8.25,5,5,0,0,696443.9,4063752,5.224514,5.082182,0.005944,2.41,2,5,-120.800961299068,36.699145751978,-120.800961299068
"591",592,4.98,4.26,1.58,17.55,5,6,0,0,696440,4063755,3.791971,5.78695,0.005947,1.88,0,7,-120.801004157296,36.6991735828723,-120.801004157296
"592",593,2.8,2.05,0.72,2.16,5,0,0,0,696443.7,4063757,3.526129,4.83251,0.005952,2.69,5,1,-120.800962252849,36.6991908344704,-120.800962252849
"593",594,2.83,2.26,0.96,3.21,5,1,0,0,696450.3,4063776,10.74194,3.460702,0.006019,11.94,9,3,-120.800883542449,36.6993606264379,-120.800883542449
"594",595,3.4,3.25,0.9,5.21,5,3,0,0,696453.9,4063784,10.43084,3.183328,0.005066,7.48,3,3,-120.80084121617,36.6994319480333,-120.80084121617
"595",596,4.16,2.86,1.45,9.03,5,3,0,0,696450.4,4063795,7.069047,3.206636,0.005942,5.23,5,5,-120.800877545969,36.6995317621104,-120.800877545969
"596",597,3.68,2.46,1.22,5.78,5,4,0,0,696430.8,4063787,7.042116,4.223761,0.00647,7.46,4,4,-120.801098861136,36.6994637479949,-120.801098861136
"597",598,4,2.5,1.28,6.7,5,3,0,0,696423.6,4063806,10.82489,1.514991,0.007613,11.25,9,6,-120.801174528971,36.6996363926547,-120.801174528971
"598",599,2.47,2.42,1.01,3.16,5,4,0,0,696433.7,4063797,8.736853,3.173984,0.006784,7.55,6,4,-120.801063852349,36.6995532308294,-120.801063852349
"599",600,2.8,2.5,0.78,2.86,5,1,0,0,696443.5,4063810,3.373474,1.148149,0.005339,NA,NA,NA,-120.80095088419,36.6996683119623,-120.80095088419
"600",601,3.36,2.43,1.14,4.87,5,3,0,0,696439,4063818,3.607541,0.238104,0.004605,2.17,3,3,-120.800999171223,36.6997413080451,-120.800999171223
"601",602,1.4,1.4,0.76,0.78,5,4,0,0,696441.8,4063818,3.703076,0.389915,0.004469,NA,NA,NA,-120.800967848059,36.6997407292236,-120.800967848059
"602",603,1.75,1.43,0.86,1.13,5,7,0,0,696436.4,4063821,1.756574,0.123871,0.004486,NA,NA,NA,-120.801027486882,36.6997688702022,-120.801027486882
"603",604,0.98,0.85,0.53,0.23,5,5,0,0,696435.2,4063817,3.577693,0.203178,0.005274,NA,NA,NA,-120.801041937942,36.6997330853461,-120.801041937942
"604",605,0.81,0.54,0.53,0.12,5,2,0,0,696432.9,4063805,7.26051,2.091764,0.006845,NA,NA,NA,-120.80107074816,36.6996254620371,-120.80107074816
"605",606,1.83,1.5,0.99,1.42,5,1,0,0,696436.3,4063789,7.174455,3.650602,0.006739,NA,NA,NA,-120.801036820295,36.6994806275344,-120.801036820295
"606",607,1.43,1.47,0.84,0.92,5,5,0,0,696437,4063784,7.797698,4.655609,0.006815,NA,NA,NA,-120.801030273076,36.6994354416852,-120.801030273076
"607",608,1.45,2.07,1.02,1.6,5,3,0,0,696438.8,4063778,7.238441,5.086367,0.006974,NA,NA,NA,-120.8010116771,36.6993810202172,-120.8010116771
"608",609,1.04,1.45,1.2,0.95,5,4,0,0,696436.7,4063777,6.350833,5.13675,0.007328,NA,NA,NA,-120.801035426072,36.699372446092,-120.801035426072
"609",610,1.36,1.58,1.1,1.24,5,5,0,0,696450.6,4063788,6.9868,3.211916,0.005059,NA,NA,NA,-120.800877105698,36.699468663164,-120.800877105698
"610",611,1.23,1.1,0.9,0.64,5,1,0,0,696429.5,4063797,12.58975,2.802403,0.00748,NA,NA,NA,-120.801110836983,36.6995540990169,-120.801110836983
"611",612,2.2,1.9,1.2,2.63,5,6,1,0,696407.6,4063820,4.007446,0.325337,0.007466,7.73,3,2,-120.801349924838,36.6997658150127,-120.801349924838
"612",613,1.1,0.8,0.9,0.41,5,5,1,0,696400.5,4063817,5.515808,0.695603,0.007042,NA,NA,NA,-120.801430121474,36.6997402577738,-120.801430121474
"613",614,2.2,1.6,0.9,1.66,5,4,1,0,696401.4,4063828,4.747557,0.368994,0.006806,9.71,5,3,-120.801417229977,36.6998391623073,-120.801417229977
"614",615,1.9,1.7,1.3,2.2,5,9,1,0,696425.3,4063835,0.469029,0.205769,0.005092,18.72,0,5,-120.801148067127,36.6998972799233,-120.801148067127
"615",616,1.08,1,0.84,0.48,5,8,0,0,696429.3,4063839,0.842487,0.129347,0.004112,NA,NA,NA,-120.801102292837,36.6999324860033,-120.801102292837
"616",617,2.23,2.4,1.12,3.14,5,9,0,0,696426.9,4063850,1.142511,-9999,0.00247,11.42,3,3,-120.801126317604,36.7000320726318,-120.801126317604
"617",618,3.2,1.9,1,3.18,5,6,1,1,696418.1,4063858,1.74366,-9999,0.002538,5.17,2,2,-120.80122270868,36.7001059574772,-120.80122270868
"618",619,2.63,2.9,1.07,4.27,5,6,0,0,696414.1,4063855,1.121067,-9999,0.00274,5.4,1,5,-120.801268226337,36.7000797595836,-120.801268226337
"619",620,0.96,1.07,0.81,0.44,5,8,0,0,696410.8,4063848,1.264855,-9999,0.003763,6.13,2,2,-120.801306939868,36.7000173840648,-120.801306939868
"620",621,2.8,3,1.3,5.72,5,9,1,0,696406.5,4063844,1.796161,0.40639,0.004966,9.33,2,1,-120.801356070186,36.6999822399115,-120.801356070186
"621",622,2.33,2.55,1.01,3.14,5,5,0,0,696394.7,4063847,2.977353,0.409035,0.004252,1.64,0,2,-120.801487305417,36.7000117034527,-120.801487305417
"622",623,1.28,1.4,0.82,0.77,5,2,0,0,696382.9,4063833,0.619553,0.533092,0.005468,1.77,1,1,-120.801622903717,36.6998880269014,-120.801622903717
"623",624,1.27,0.92,0.93,0.57,5,3,0,0,696382,4063833,0.69736,0.538811,0.005377,1.95,2,4,-120.801632971901,36.6998882128973,-120.801632971901
"624",625,2.65,2.97,0.97,4,5,3,0,0,696381.4,4063834,0.911188,0.562743,0.005013,6.77,4,6,-120.801639427381,36.6998973451267,-120.801639427381
"625",626,5.34,4.8,1.43,19.19,5,5,0,0,696374.3,4063837,2.634443,0.59312,0.003851,NA,NA,NA,-120.801718084274,36.6999258370931,-120.801718084274
"626",627,0.75,0.6,0.83,0.2,5,4,0,0,696370.4,4063827,1.032424,0.338763,0.004327,10.55,2,0,-120.801764279367,36.6998365607011,-120.801764279367
"627",628,2.23,3.67,1.5,6.43,5,6,0,0,696370.2,4063823,0.871382,0.315096,0.00467,11.29,2,0,-120.801767543245,36.6998005690968,-120.801767543245
"628",629,5.72,4.55,1.74,23.71,5,7,0,1,696363.6,4063795,2.149087,-9999,0.002839,7.82,1,7,-120.801848561761,36.6995497023969,-120.801848561761
"629",630,2.86,4.54,1.05,7.14,5,5,0,0,696373.9,4063807,0.999257,0.537557,0.006004,NA,NA,NA,-120.80173025795,36.6996556727553,-120.80173025795
"630",631,2.71,1.95,0.72,1.99,5,6,0,0,696377.9,4063801,1.935351,0.722585,0.005718,8.67,4,4,-120.801687050406,36.6996007967415,-120.801687050406
"631",632,3.01,3.79,1.28,7.65,5,6,0,0,696382.7,4063814,3.176373,0.478958,0.006829,9.4,2,5,-120.801630017299,36.6997169118128,-120.801630017299
"632",633,3.2,2.72,1.19,5.42,5,5,0,0,696390.7,4063823,2.82634,0.347277,0.006427,NA,NA,NA,-120.801538212668,36.6997963325805,-120.801538212668
"633",634,0.7,0.6,0.7,0.15,5,6,1,0,696399.4,4063809,5.605277,0.989117,0.006893,6.42,3,7,-120.801444480311,36.6996684192673,-120.801444480311
"634",635,5.04,3.12,1.49,12.27,5,7,0,0,696393.4,4063813,8.33383,0.418083,0.007472,NA,NA,NA,-120.801510574715,36.6997056922468,-120.801510574715
"635",636,0.63,0.59,0.7,0.14,5,5,0,0,696401.7,4063809,5.214225,0.983542,0.00674,NA,NA,NA,-120.801418750586,36.6996679439045,-120.801418750586
"636",637,1.27,1.05,0.9,0.63,5,5,0,0,696401.5,4063808,5.101856,0.982389,0.006682,NA,NA,NA,-120.801421244619,36.699658977009,-120.801421244619
"637",638,3.9,3.4,1.1,7.64,5,5,1,1,696376.9,4063791,1.487611,0.737007,0.004092,9.12,5,4,-120.801700803553,36.6995109210612,-120.801700803553
"638",639,3.64,2.78,1.13,5.99,5,3,0,0,696382.3,4063771,3.427789,1.747873,0.002953,13.05,1,3,-120.801645527491,36.6993296404499,-120.801645527491
"639",640,2.1,2.38,1.12,2.93,5,5,0,0,696385.2,4063786,2.920959,1.712415,0.005322,9.17,2,2,-120.801609236192,36.6994641646361,-120.801609236192
"640",641,0.96,0.97,1,0.49,5,4,0,0,696396.2,4063784,4.050736,2.952516,0.004957,8.91,2,2,-120.801486694616,36.6994438748277,-120.801486694616
"641",642,3.55,3.68,1.66,11.35,5,4,0,0,696386.9,4063791,2.789757,1.941888,0.005595,13.24,6,5,-120.801588935398,36.6995088544741,-120.801588935398
"642",643,3.15,2.65,1.41,6.16,5,5,0,0,696412.1,4063794,8.859744,2.835585,0.007286,8.32,6,5,-120.801306257665,36.6995306709027,-120.801306257665
"643",644,3.34,3.73,1.73,11.28,5,6,0,0,696410.9,4063797,7.790631,2.038775,0.007158,9.18,7,6,-120.801318911816,36.6995579436243,-120.801318911816
"644",645,1.5,1.3,0.89,0.91,5,4,0,0,696410.3,4063780,5.629946,4.330708,0.006443,10.45,0,5,-120.801329987375,36.6994049277047,-120.801329987375
"645",646,3.6,2.6,1.7,8.33,5,8,1,0,696409.5,4063770,4.706817,5.107743,0.004432,9.24,4,9,-120.801341503532,36.6993150107383,-120.801341503532
"646",647,4.25,6.48,1.09,15.72,5,6,0,0,696411.6,4063763,5.971559,4.892864,0.003349,11.11,6,8,-120.801319807999,36.6992515190736,-120.801319807999
"647",648,2.1,1.9,1.2,2.51,5,8,1,0,696417,4063753,7.143412,4.892971,0.003381,13.84,4,5,-120.80126196621,36.6991603206293,-120.80126196621
"648",649,3.56,5.6,1.48,15.45,5,5,0,0,696428.1,4063745,8.870073,5.128325,0.004247,6.26,3,9,-120.801139846704,36.6990859604262,-120.801139846704
"649",650,4.2,2.6,1.2,6.86,5,5,1,1,696433.4,4063725,13.08099,5.921048,0.003446,3.02,1,6,-120.801085690899,36.6989047002672,-120.801085690899
"650",651,1.7,1.5,1.2,1.6,5,6,1,0,696437.9,4063721,14.30667,6.407787,0.00331,5.72,1,2,-120.801036377456,36.698867737147,-120.801036377456
"651",652,3.03,2.84,0.94,4.24,5,3,0,0,696443.9,4063714,10.37626,7.070086,0.005157,7.68,7,4,-120.800971054122,36.6988034392402,-120.800971054122
"652",653,5.42,3.1,0.8,7.04,5,3,0,0,696449.4,4063722,16.30571,6.588789,0.006746,5.94,1,6,-120.80090747349,36.6988743681103,-120.80090747349
"653",654,4.41,5.49,1.51,19.14,5,2,0,0,696460.1,4063714,14.80722,7.492963,0.007173,2.82,1,6,-120.800789829466,36.6988000902607,-120.800789829466
"654",655,3.25,3.68,1.42,8.89,5,7,0,0,696465.5,4063708,10.72671,7.738835,0.00727,4.24,0,7,-120.800730961679,36.6987449245001,-120.800730961679
"655",656,4.65,4.46,1.25,13.57,5,6,0,0,696465.2,4063705,8.853298,7.595446,0.006584,NA,NA,NA,-120.800735087898,36.6987179618356,-120.800735087898
"656",657,1,1.68,0.63,0.55,5,0,0,0,696467.7,4063703,7.980783,7.056644,0.006095,NA,NA,NA,-120.800707634643,36.6986994285238,-120.800707634643
"657",658,1.05,0.83,0.71,0.32,5,1,0,0,696467.8,4063703,7.9263,6.939299,0.006064,NA,NA,NA,-120.800706515974,36.6986994078495,-120.800706515974
"658",659,1.25,1.33,0.6,0.52,5,1,0,0,696467,4063703,7.648899,6.991831,0.006061,NA,NA,NA,-120.800715465327,36.6986995732436,-120.800715465327
"659",660,0.92,0.67,0.82,0.26,5,3,0,0,696468,4063701,7.04046,6.685543,0.005983,NA,NA,NA,-120.800704792116,36.6986813500433,-120.800704792116
"660",661,1.28,1.95,0.94,1.23,5,3,0,0,696469.1,4063698,4.986835,6.611788,0.005671,NA,NA,NA,-120.800693256981,36.6986540979391,-120.800693256981
"661",662,1.1,0.66,0.73,0.28,5,8,0,0,696466,4063693,4.288414,6.571406,0.005137,NA,NA,NA,-120.800729219386,36.6986096976953,-120.800729219386
"662",663,4.54,4.65,1.64,18.13,5,8,0,0,696462.7,4063693,5.204841,6.420129,0.005332,NA,NA,NA,-120.800766135425,36.698610379933,-120.800766135425
"663",664,2.9,1.88,0.96,2.74,5,5,0,0,696470.3,4063691,2.898159,5.47638,0.005218,NA,NA,NA,-120.800681630154,36.6985907922443,-120.800681630154
"664",665,2.89,2.26,1.45,4.96,5,9,0,0,696473.6,4063684,4.070323,5.616706,0.004961,NA,NA,NA,-120.800646511345,36.6985270523803,-120.800646511345
"665",666,2.34,2.25,1,2.76,5,6,0,0,696479.4,4063682,8.660722,5.354199,0.00499,NA,NA,NA,-120.800582142191,36.6985078367689,-120.800582142191
"666",667,1.93,2.54,1.39,3.57,7,7,0,0,696490.1,4063668,8.715583,4.044645,0.00239,NA,NA,NA,-120.800466039629,36.6983795092558,-120.800466039629
"667",668,2.94,3.52,1.72,9.32,7,6,0,0,696564.1,4063587,16.18324,6.646271,0.005096,NA,NA,NA,-120.799659033751,36.6976345397436,-120.799659033751
"668",669,4.62,5.02,1.73,21.01,4,7,0,0,696558,4063591,15.71901,6.127442,0.006169,NA,NA,NA,-120.799726244202,36.6976718343231,-120.799726244202
"669",670,2.78,2.72,0.79,3.13,4,4,0,0,696556.3,4063596,16.29,5.371457,0.005923,NA,NA,NA,-120.799743977099,36.6977172270552,-120.799743977099
"670",671,4.04,4.26,1.74,15.68,4,4,0,0,696547.1,4063585,9.140238,5.63922,0.007391,NA,NA,NA,-120.799849718417,36.697620039358,-120.799849718417
"671",672,3.56,4.32,1.92,15.46,4,5,0,0,696556.1,4063580,10.73823,5.803563,0.006546,NA,NA,NA,-120.799750323873,36.6975731368276,-120.799750323873
"672",673,4.26,2.66,1.53,9.08,4,3,0,0,696539.9,4063576,13.2404,6.134645,0.00774,NA,NA,NA,-120.7999325728,36.6975404543904,-120.7999325728
"673",674,2.75,3.52,1.05,5.32,4,3,0,0,696535.3,4063571,18.22702,7.052832,0.007804,NA,NA,NA,-120.799985314845,36.6974963645748,-120.799985314845
"674",675,3.36,3.56,0.69,4.32,4,4,0,0,696541.2,4063568,18.16766,5.939521,0.007636,NA,NA,NA,-120.799920084891,36.6974681197297,-120.799920084891
"675",676,2.81,3.98,0.98,5.74,4,2,0,0,696534.5,4063563,17.11103,6.006208,0.006937,NA,NA,NA,-120.799996318543,36.6974244642075,-120.799996318543
"676",677,2.83,2.94,1.58,6.88,4,6,0,0,696532.6,4063562,17.62427,6.094005,0.006917,NA,NA,NA,-120.800017829703,36.6974158489059,-120.800017829703
"677",678,3.22,3.47,1.94,11.35,4,5,0,0,696529.2,4063568,18.28372,6.295144,0.007111,NA,NA,NA,-120.80005432298,36.6974706013854,-120.80005432298
"678",679,4.28,3.76,1.9,16.01,4,5,0,0,696523.7,4063563,18.25022,6.333295,0.007057,NA,NA,NA,-120.80011713276,36.6974266976249,-120.80011713276
"679",680,3.74,3.9,1.03,7.87,4,7,0,0,696526.8,4063559,18.28389,6.287068,0.006338,NA,NA,NA,-120.800083481806,36.6973900236561,-120.800083481806
"680",681,2.42,2.54,0.87,2.8,7,7,0,0,696530.6,4063556,16.38345,5.841348,0.005337,NA,NA,NA,-120.800041743534,36.6973622131463,-120.800041743534
"681",682,5.15,5.08,1.97,26.99,7,5,0,0,696524,4063544,16.14152,5.731465,0.004027,NA,NA,NA,-120.800118655931,36.697255479269,-120.800118655931
"682",683,5.1,5.35,1.75,25,7,6,0,0,696501,4063552,16.80503,6.945409,0.003108,NA,NA,NA,-120.800373890819,36.6973323010216,-120.800373890819
"683",684,1.4,1.55,0.92,1.05,4,6,0,0,696516.6,4063569,16.80503,6.704123,0.006592,NA,NA,NA,-120.800195016203,36.6974822151888,-120.800195016203
"684",685,5.45,3.6,2.49,25.58,4,6,0,0,696509.4,4063578,11.10025,6.53914,0.005653,NA,NA,NA,-120.800273248072,36.6975647780664,-120.800273248072
"685",686,3.13,2.85,1.08,5.04,7,5,0,0,696503.6,4063582,9.5,6.987079,0.003318,NA,NA,NA,-120.80033710282,36.6976020102755,-120.80033710282
"686",687,4.05,5.26,1.49,16.62,7,6,0,0,696503.7,4063586,9.23443,7.010277,0.003477,NA,NA,NA,-120.800334957075,36.6976380225109,-120.800334957075
"687",688,4.06,3.46,1.47,10.81,4,3,0,0,696518,4063575,14.5286,6.57595,0.006613,NA,NA,NA,-120.800177814347,36.6975359750529,-120.800177814347
"688",689,3.93,2.89,1.55,9.22,4,5,0,0,696526.8,4063585,16.76471,5.456618,0.007375,NA,NA,NA,-120.800076804963,36.6976242375529,-120.800076804963
"689",690,4.07,2.93,1.81,11.3,4,4,0,0,696522.1,4063590,12.57546,6.368989,0.00658,NA,NA,NA,-120.800128097671,36.6976702506215,-120.800128097671
"690",691,2.57,2.26,1.25,3.8,4,6,0,0,696535,4063587,11.81427,5.856614,0.00806,NA,NA,NA,-120.799984561789,36.6976405582345,-120.799984561789
"691",692,3.74,3.18,1.49,9.28,4,2,0,0,696534.8,4063590,11.61685,6.325636,0.007868,NA,NA,NA,-120.799986028654,36.6976676242737,-120.799986028654
"692",693,2.53,2.93,1.56,6.05,4,8,0,0,696537.2,4063590,10.2908,6.462524,0.007671,NA,NA,NA,-120.799959180967,36.697667127937,-120.799959180967
"693",694,3.79,5.14,1.53,15.61,4,5,0,0,696549.8,4063598,14.70381,6.355827,0.005892,NA,NA,NA,-120.799816175952,36.6977365878693,-120.799816175952
"694",695,3.7,3.8,2,14.72,4,9,1,0,696538,4063614,17.68744,8.54566,0.00557,5.11,3,4,-120.799944068067,36.6978831599042,-120.799944068067
